,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Childhood Services Directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand Early Childhood Services including contact details, institution information, regional information and management contact details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^ Email addresses are only listed for Early Childhood Education services that agreed to have their email publicly released.  Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Other Ethnicity includes, Other, MELAA, Not Stated. In the case of Kohanga Reo services Other also includes Asian and European.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll data as at 1 July 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report data last updated on: 22 - June - 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,Telephone,Fax No,Email^,Street,Suburb,Town / City,Institution Type,Definition,Authority,20 Hours ECE,Equity Index,Territorial Authority with Auckland Local Board,Regional Council,Education Region,General Electorate,Maori Electorate,Census Area Unit,Ward,Management Contact Details,Management Location Address,Management Postal Address,Management Postal Suburb,Management Postal City,Management Contact Phone,Management Contact Fax,Community of Learning: ID,Community of Learning: Name,Longitude,Latitude,All Children,Under 2's,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Total Roll,Maori,Pacific,Asian*,European Pakeha*,Other*
5049,Flatbush Kindergarten,09 274 8644,09 274 8648,flatbush@aka.org.nz,329 Bairds Road,Otara,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manukau East,Tamaki Makaurau,Otara South,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99200,Te Puke o Taramainuku Kahui Ako,174.884291,-36.974269,40,0,0,0,1,11,15,2,29,4,25,0,0,0
5050,Glen Eden Kindergarten,09 818 6389,09 818 6386,gleneden@aka.org.nz,3 Clayburn Road,Glen Eden,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Waitakere Ranges,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Glen Eden East,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.653392,-36.90994,40,0,0,0,6,21,25,0,52,10,13,14,15,0
5051,Glen Innes Kindergarten,09 528 4113,09 528 4116,gleninnes@aka.org.nz,71 Taniwha Street,Glen Innes,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Glen Innes East,Maungakiekie-Tamaki Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.872943,-36.875423,40,0,0,0,0,10,12,0,22,4,13,0,5,0
5052,Glenfield Kindergarten,09 444 8473,09 444 8503,glenfield@aka.org.nz,Mayfield Road,Glenfield,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Kaipatiki,Auckland Region,Auckland,Northcote,Te Tai Tokerau,Kaipatiki,North Shore Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99120,Kaipatiki Community of Learning,174.722278,-36.778076,40,0,0,0,0,15,26,2,43,7,1,20,14,1
5053,Green Bay Kindergarten,09 827 4044,09 827 4012,greenbay@aka.org.nz,10 La Rosa Street,Green Bay,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Whau,Auckland Region,Auckland,New Lynn,Tamaki Makaurau,Green Bay,Whau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99062,Kotuitui Community of Learning,174.67535,-36.930426,40,0,0,0,0,18,39,3,60,6,4,14,35,1
5054,Henderson Kindergarten,09 838 8710,09 838 8356,henderson@aka.org.nz,1 A Henderson Valley Road,Henderson,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Henderson South,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99029,Henderson Community of Learning,174.629103,-36.879613,40,0,0,0,8,17,22,1,48,8,4,18,15,3
5055,Highland Park Kindergarten,09 534 7074,09 534 7510,highlandpark@aka.org.nz,563 Pakuranga Road,Howick,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Pakuranga,Tamaki Makaurau,Highland Park,Howick Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.915185,-36.899127,40,0,0,0,6,23,20,0,49,5,2,25,17,0
5056,Hillsborough Kindergarten,09 620 5344,09 620 5384,hillsborough@aka.org.nz,668 Richardson Road,Hillsborough,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Puketapapa,Auckland Region,Auckland,Mt Roskill,Tamaki Makaurau,Hillsborough West,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.744207,-36.923827,40,0,0,0,1,22,24,4,51,5,7,22,10,7
5057,Hobsonville Kindergarten,09 416 8723,09 416 8723,hobsonville@aka.org.nz,34a Trig Road,Hobsonville,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Henderson-Massey,Auckland Region,Auckland,Upper Harbour,Te Tai Tokerau,Hobsonville East,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.622271,-36.813442,40,0,0,0,0,22,30,1,53,7,2,17,27,0
5058,Howick Kindergarten,09 534 9124,09 534 0824,howick@aka.org.nz,51 Wellington Street,Howick,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Pakuranga,Tamaki Makaurau,Howick Central,Howick Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.927597,-36.895689,40,0,0,0,0,22,22,2,46,3,0,11,30,2
5059,Mangere West Kindergarten,09 275 4090,09 275 4797,,67 Idlewild Avenue,Mangere,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Viscount,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.792712,-36.966171,45,0,0,0,0,5,18,0,23,6,17,0,0,0
5060,Kauri Park Kindergarten,09 483 7073,09 483 7077,kauripark@aka.org.nz,11 McGlashen Place,Birkenhead,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Kaipatiki,Auckland Region,Auckland,Northcote,Te Tai Tokerau,Beachhaven South,North Shore Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99214,Te Ara Whetu Kahui Ako,174.698243,-36.804714,40,0,0,0,0,28,31,2,61,4,4,12,39,2
5061,Kingsdene Kindergarten,09 275 4658,09 275 4654,kingsdene@aka.org.nz,62 Mascot Avenue,Mangere,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Mangere Central,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.802558,-36.972167,30,0,0,0,0,8,13,1,22,5,16,1,0,0
5062,Papatoetoe North Kindergarten,09 276 4057,09 276 4059,PapatoetoeNorth@aka.org.nz,1 Beryl Place,Mangere East,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Mangere East,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.830789,-36.969761,40,0,0,0,6,14,13,0,33,7,15,8,2,1
5063,Epsom South Kindergarten,09 638 9272,09 638 9024,epsomsouth@aka.org.nz,14 Aberfoyle Street,Epsom,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Epsom,Tamaki Makaurau,Epsom Central,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.764093,-36.890114,40,0,0,0,0,21,34,2,57,2,0,29,22,4
5064,Freemans Bay Kindergarten,09 376 2465,09 366 2485,freemansbay@aka.org.nz,16 Tahuna Street,Freemans Bay,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Waitemata,Auckland Region,Auckland,Auckland Central,Tamaki Makaurau,Freemans Bay,Waitemata and Gulf Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.751999,-36.854824,40,0,0,0,5,11,18,1,35,6,0,11,16,2
5065,Lynfield Kindergarten,09 626 3218,07 627 8089,lynfield@aka.org.nz,108 Halsey Drive,Lynfield,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Puketapapa,Auckland Region,Auckland,Mt Roskill,Tamaki Makaurau,Lynfield South,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99012,Lynfield Kahui Ako,174.719592,-36.932773,40,0,0,0,5,17,26,1,49,6,2,32,6,3
5066,McNaughton Kindergarten,09 275 9593,09 275 1293,debbie.lunjevich@aka.org.nz,14 McNaughton Avenue,Mangere,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Harania North,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.810621,-36.962925,30,0,0,0,7,9,12,0,28,8,20,0,0,0
5067,Mangere Bridge Kindergarten,09 636 9552,09 636 9551,mangerebridge@aka.org.nz,36 Lindis Place,Mangere Bridge,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Ambury,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99190,Te Iti Kahurangi Community of Learning,174.773501,-36.946469,40,0,0,0,0,14,31,2,47,10,11,9,17,0
5068,Marlborough Kindergarten,09 480 9061,09 480 9855,marlborough@aka.org.nz,7 A Agincourt Street,Glenfield,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Kaipatiki,Auckland Region,Auckland,Northcote,Te Tai Tokerau,Glenfield Central,North Shore Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99120,Kaipatiki Community of Learning,174.727601,-36.788985,40,0,0,0,0,11,46,1,58,2,2,34,20,0
5069,Massey Kindergarten,09 833 7000,09 833 4900,massey@aka.org.nz,326 A Don Buck Road,Massey,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Upper Harbour,Te Tai Tokerau,Birdwood East,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99125,Te Kahui Ako o Tiriwa,174.600261,-36.839513,40,0,0,0,0,22,28,2,52,19,10,7,14,2
5070,Mayfield Kindergarten,09 274 5100,09 274 5106,mayfield@aka.org.nz,20 R Pearl Baker Drive,Otara,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manukau East,Tamaki Makaurau,Otara East,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.887445,-36.951374,40,0,0,0,6,11,10,3,30,5,22,2,1,0
5071,Meadowbank Kindergarten,09 521 5799,09 521 5797,meadowbank@aka.org.nz,122 Meadowbank Road,Meadowbank,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Meadowbank North,Orakei Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.823293,-36.86981,40,0,0,0,0,2,44,1,47,3,2,4,37,1
5072,Milford Kindergarten,09 486 1188,09 486 1178,milford@aka.org.nz,14 Pierce Road,Milford,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Devonport-Takapuna,Auckland Region,Auckland,North Shore,Te Tai Tokerau,Lake Pupuke,North Shore Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99188,Pupuke (Westlake) Community of Learning,174.767317,-36.775376,40,0,0,0,0,23,32,2,57,5,2,15,35,0
5073,Mission Bay Kindergarten,09 528 7029,09 528 7034,missionbay@aka.org.nz,82 Atkin Avenue,Mission Bay,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Mission Bay,Orakei Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.828839,-36.855575,40,0,0,0,1,24,34,0,59,5,2,13,36,3
5074,Morningside Kindergarten,09 846 3101,09 846 3101,morningside@aka.org.nz,31 Taylors Road,Mount Albert,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Mt Albert,Tamaki Makaurau,St Lukes,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.732545,-36.876562,40,0,0,0,9,18,22,1,50,8,11,16,13,2
5075,Mt Eden Kindergarten,09 630 3720,09 630 3721,mteden@aka.org.nz,11A Milton Road,Mount Eden,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Epsom,Tamaki Makaurau,Balmoral,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.750513,-36.882055,40,0,0,0,0,16,39,1,56,6,0,19,31,0
5076,Mt Roskill Kindergarten,09 620 8323,09 620 8327,mtroskill@aka.org.nz,19 Akarana Avenue,Mount Roskill,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Puketapapa,Auckland Region,Auckland,Mt Roskill,Tamaki Makaurau,Three Kings,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.745899,-36.904343,40,0,0,0,3,18,20,0,41,7,8,19,6,1
5077,Sylvia Park Kindergarten,09 570 2200,09 570 2257,sylviapark@aka.org.nz,10 Hamlin Road,Mount Wellington,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Maungakiekie,Tamaki Makaurau,Hamlin,Maungakiekie-Tamaki Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.836851,-36.912635,40,0,0,0,8,24,19,0,51,8,6,20,15,2
5078,Murdoch Park Kindergarten,09 278 9443,09 278 9635,murdochpark@aka.org.nz,43 Chestnut Road,Papatoetoe,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manukau East,Tamaki Makaurau,Papatoetoe West,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99102,West Papatoetoe Community of Learning,174.849304,-36.987456,40,0,0,0,0,14,23,0,37,7,9,21,0,0
5081,Northcote Central Kindergarten,09 418 1593,09 418 1593,northcotecentral@aka.org.nz,36 College Road,Northcote Central,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Kaipatiki,Auckland Region,Auckland,Northcote,Te Tai Tokerau,Tuff Crater,North Shore Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.747607,-36.80118,40,0,0,0,2,22,28,0,52,3,2,29,15,3
5082,Northcote Kindergarten,09 480 7039,09 480 7038,northcote@aka.org.nz,7 Nutsey Avenue,Northcote,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Kaipatiki,Auckland Region,Auckland,Northcote,Te Tai Tokerau,Northcote South,North Shore Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.741724,-36.80966,40,0,0,0,0,12,36,0,48,2,1,6,38,1
5083,Omana Kindergarten,09 278 7933,09 275 7243,omana@aka.org.nz,42 Omana Road,Papatoetoe,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manukau East,Tamaki Makaurau,Papatoetoe North,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.850957,-36.967803,40,0,0,0,7,18,11,0,36,5,3,27,1,0
5084,Orakei Kindergarten,09 521 0732,09 521 8132,orakei@aka.org.nz,Cnr Coates Avenue & Grace Street,Orakei,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Orakei North,Orakei Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.816473,-36.858098,40,0,0,0,1,12,33,1,47,12,2,3,29,1
5085,Oratia Kindergarten,09 818 4409,09 818 4406,oratia@aka.org.nz,552 West Coast Road,Oratia,Waitakere,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Waitakere Ranges,Auckland Region,Auckland,Helensville,Tamaki Makaurau,Otimai,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99029,Henderson Community of Learning,174.620268,-36.912488,40,0,0,0,0,20,33,2,55,6,5,7,34,3
5086,Otahuhu Kindergarten,09 276 7835,09 276 7835,otahuhu@aka.org.nz,51 A Hutton Street,Otahuhu,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Manukau East,Tamaki Makaurau,Fairburn,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.848687,-36.943782,40,0,0,0,0,9,23,0,32,6,13,12,1,0
5087,Owairaka Kindergarten,09 846 5476,09 846 5438,owairaka@aka.org.nz,6 A Dunkirk Terrace,Owairaka,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Albert-Eden,Auckland Region,Auckland,Mt Albert,Tamaki Makaurau,Owairaka West,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99150,Mt Albert Community of Learning,174.714453,-36.894877,40,0,0,0,3,18,26,0,47,4,6,14,19,3
5088,Pakuranga Kindergarten,09 576 9605,09 576 9605,pakuranga@aka.org.nz,107 A Reeves Road,Pakuranga Heights,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Pakuranga,Tamaki Makaurau,Pakuranga East,Howick Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.883311,-36.91517,40,0,0,0,0,19,40,0,59,8,6,16,24,5
5089,Papatoetoe Kindergarten,09 278 5867,09 278 8867,papatoetoe@aka.org.nz,53 Wilmay Avenue,Papatoetoe,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manukau East,Tamaki Makaurau,Papatoetoe Central,Manukau Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,99102,West Papatoetoe Community of Learning,174.860911,-36.977103,40,0,0,0,7,11,30,1,49,4,8,33,4,0
5090,Parnell Kindergarten,09 377 3071,09 377 3079,parnell@aka.org.nz,12 Alberon Place,Parnell,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Waitemata,Auckland Region,Auckland,Epsom,Tamaki Makaurau,Parnell West,Waitemata and Gulf Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.785849,-36.854596,30,0,0,0,2,11,27,1,41,1,0,16,20,4
5091,Ponsonby Kindergarten,09 376 4931,09 376 4932,ponsonby@aka.org.nz,22 Ponsonby Terrace,Ponsonby,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Waitemata,Auckland Region,Auckland,Auckland Central,Tamaki Makaurau,Ponsonby East,Waitemata and Gulf Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.742038,-36.850131,40,0,0,0,0,16,35,1,52,3,2,5,40,1
5093,Pt England Kindergarten,09 570 9557,09 570 9527,ptengland@aka.org.nz,130B Point England Road,Point England,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Maungakiekie,Tamaki Makaurau,Point England,Maungakiekie-Tamaki Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.867347,-36.882964,40,0,0,0,2,13,13,2,30,8,17,3,2,0
5094,Ranui Kindergarten,09 833 9887,09 833 9302,ranui@aka.org.nz,Ranui Station Road,Ranui,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Ranui Domain,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.602918,-36.865784,40,0,0,0,2,9,37,2,50,20,17,7,5,1
5095,Lincoln North Kindergarten,09 836 2740,09 836 2739,lincolnnorth@aka.org.nz,47 A Longburn Road,Henderson,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Kingdale,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.624226,-36.857804,40,0,0,0,3,12,26,1,42,14,12,12,3,1
5096,Glen Eden West Kindergarten,09 818 3698,09 818 3698,glenedenwest@aka.org.nz,78 A Rosier Road,Glen Eden,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Waitakere Ranges,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Woodglen,Waitakere Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.640217,-36.91539,30,0,0,0,4,13,16,0,33,14,9,6,3,1
5097,Roskill South Kindergarten,09 620 5706,09 620 7283,roskillsouth@aka.org.nz,1327 Dominion Road Ext,Mount Roskill,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Puketapapa,Auckland Region,Auckland,Mt Roskill,Tamaki Makaurau,Waikowhai West,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.734884,-36.925561,40,0,0,0,0,22,28,3,53,5,10,28,8,2
5098,Mt Albert Kindergarten,09 846 4379,09 846 4374,mtalbert@aka.org.nz,24 Mark Road,Mount Albert,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Mt Albert,Tamaki Makaurau,Springleigh,Albert-Eden-Roskill Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.709458,-36.88234,40,0,0,0,1,13,17,2,33,2,2,12,14,3
5099,St Heliers Kindergarten,09 575 8113,09 575 8116,stheliers@aka.org.nz,43 Maskell Street,St Heliers,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Glendowie,Orakei Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.86191,-36.85902,40,0,0,0,0,21,32,1,54,4,0,6,39,4
5100,Grey Lynn Kindergarten,09 378 6941,09 376 0547,greylynn@aka.org.nz,25 Home Street,Grey Lynn,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Waitemata,Auckland Region,Auckland,Mt Albert,Tamaki Makaurau,Arch Hill,Waitemata and Gulf Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.74809,-36.86546,30,0,0,0,2,12,21,4,39,3,4,4,28,0
5101,St Johns Kindergarten,09 521 1477,09 521 1247,stjohns@aka.org.nz,49 Howard Hunter Avenue,Glen Innes,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,St Johns,Orakei Ward,Pauline Winter,"Level 5, Otago House 385 Queen Street",P O Box 6933,Wellesley Street,Auckland 1141,09-3766524,,,,174.847488,-36.878241,40,0,0,0,2,24,23,0,49,7,4,18,20,0
